,job_title,company,location,salary,summary,url,easily_apply?
133,IT OPERATION SYSTEM MANAGER,LISI,Los Angeles,N/A,"Ensure availability of necessary application systems to support business and operation needs.
Champion Service Delivery in projects to effectively manage the…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/rc/clk?jk=d4b0ebb9453b1494&fccid=3db22e583af22a14&vjs=3",False
76,Systems Engineer for SMC Advanced Development Division,Stellar Solutions,Los Angeles,N/A,"At least 10 years of experience in space programs, with familiarity with advanced tech programs.
At least 2 years of space based environmental programs or…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=60/rc/clk?jk=3fc4c0a5bf60728e&fccid=488b55ee5340959d&vjs=3",False
77,"Project Manager, Senior",Optum,Los Angeles,N/A,"Strong ability to collaborate with senior leadership and other project managers to define business process issues, analyze operational efficiencies, implement…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=60/rc/clk?jk=edeb307e5b4e6fe0&fccid=3c38342724c75954&vjs=3",False
129,Sales & Operations Planning Manager,Markwins Beauty Brands,Los Angeles,N/A,"Also lead the sales and operations planning process.
You will be responsible for leading the sales and operations planning functions and process.","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/rc/clk?jk=fb9b65101f676aea&fccid=3b8f6e7a4b07ab4c&vjs=3",False
80,Onboarding Project Manager,Sony Electronics Inc,Los Angeles,N/A,"Work with Operations managers and supervisors to create training and procedural documents for key workflows.
Coordinate the roll out of new and improved Ven.ue…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/rc/clk?jk=24aa51c2d7392ae9&fccid=189d9431c3c1e8ca&vjs=3",False
81,"Distribution Product Manager, Roku & Apple",Viacom,Los Angeles,N/A,At least 5 years of commercial experience in software product/program management in a fast growing technical product organization.,"https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/rc/clk?jk=f435127fa7501892&fccid=30cb52ad6dd37131&vjs=3",False
82,Senior Financial Project Manager,Kaiser Permanente,Los Angeles,N/A,"Provides education and management consulting on the use and interpretation of analyses, reports, methodologies, and source data to managers.","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/rc/clk?jk=2b5fb9ef210f8e66&fccid=48ecd526e3aa3225&vjs=3",False
124,"Manager, Laboratory Operation",Covance by Labcorp,Los Angeles,N/A,"Manages all day to day production operations of the local Anatomic Pathology & Histology department.
Converts volume forecasts into specific personnel resource…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=80/rc/clk?jk=25763fd35d0f54ce&fccid=9edb3047f5e779c8&vjs=3",False
84,Business Development Project Manager – Practice & Industry,Latham & Watkins LLP,Los Angeles,N/A,"In addition, employees receive 10 paid holidays per year, and a PTO program that accrues 23 days during the first year of employment and grows with tenure.","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/rc/clk?jk=fab16fc9a6a76f15&fccid=9b3429c846ebbd8c&vjs=3",False
121,Technology Consulting Supply Chain & Operations Coupa Manager,Accenture,Los Angeles,N/A,"Participating in Project Management activities (PMO, status calls, operational committee).
Addressing both strategic and operational Sourcing and Procurement…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=80/rc/clk?jk=648ebc6934db2f4c&fccid=a4e4e2eaf26690c9&vjs=3",False
120,"Senior Manager, Strategy & Operations",Optum,Los Angeles,N/A,"Responsible for coordinating the interaction and involvement of local business stakeholders (e.g., operations, finance, accounting, IT, HR).","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=80/rc/clk?jk=beeec72bc3144b40&fccid=3c38342724c75954&vjs=3",False
119,IT OPERATION SYSTEM MANAGER,LISI,Los Angeles,N/A,"Ensure availability of necessary application systems to support business and operation needs.
Champion Service Delivery in projects to effectively manage the…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=80/rc/clk?jk=d4b0ebb9453b1494&fccid=3db22e583af22a14&vjs=3",False
85,"Distribution Product Manager, Roku & Apple",Pluto TV,Los Angeles,N/A,At least 5 years of commercial experience in software product/program management in a fast growing technical product organization.,"https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/rc/clk?jk=0eba0a7da19ad79d&fccid=a19abe8bd95e6ed4&vjs=3",False
86,Project Manager,Optum,Los Angeles,N/A,"This position manages the initiation, planning, execution (including managing and controlling) and closing of moderately complex IT projects with budgets.","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/rc/clk?jk=b582e4e41bc82c92&fccid=3c38342724c75954&vjs=3",False
116,Growth Marketing Operations Manager,ChowNow,Los Angeles,N/A,"As our Growth Marketing Operations Manager, you will be responsible for both contributing to personally as well as managing a team of specialists focused on…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=80/rc/clk?jk=15a14e5773e8040e&fccid=d98c8f9b89ba38c5&vjs=3",False
87,Sr. Project Manager,Warner Bros. Entertainment Group,Los Angeles,N/A,"As part of the Second Century program team, your primary responsibilities for ensuring underlying technology business solution workstreams and vendors are…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/rc/clk?jk=7a53f9b880555190&fccid=30cc7a5451d4ee77&vjs=3",False
114,Sales & Operations Planning Manager,Markwins Beauty Brands,Los Angeles,N/A,"Also lead the sales and operations planning process.
You will be responsible for leading the sales and operations planning functions and process.","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=80/rc/clk?jk=fb9b65101f676aea&fccid=3b8f6e7a4b07ab4c&vjs=3",False
82,"Manager, Laboratory Operation",Covance by Labcorp,Los Angeles,N/A,"Manages all day to day production operations of the local Anatomic Pathology & Histology department.
Converts volume forecasts into specific personnel resource…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=25763fd35d0f54ce&fccid=9edb3047f5e779c8&vjs=3",False
81,IT OPERATION SYSTEM MANAGER,LISI,Los Angeles,N/A,"Ensure availability of necessary application systems to support business and operation needs.
Champion Service Delivery in projects to effectively manage the…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=d4b0ebb9453b1494&fccid=3db22e583af22a14&vjs=3",False
79,"Senior Manager, Strategy & Operations",Optum,Los Angeles,N/A,"Responsible for coordinating the interaction and involvement of local business stakeholders (e.g., operations, finance, accounting, IT, HR).","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=beeec72bc3144b40&fccid=3c38342724c75954&vjs=3",False
78,Technology Consulting Supply Chain & Operations Coupa Manager,Accenture,Los Angeles,N/A,"Participating in Project Management activities (PMO, status calls, operational committee).
Addressing both strategic and operational Sourcing and Procurement…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=648ebc6934db2f4c&fccid=a4e4e2eaf26690c9&vjs=3",False
50,"Senior Manager, Strategy & Operations",Optum,Los Angeles,N/A,"Responsible for coordinating the interaction and involvement of local business stakeholders (e.g., operations, finance, accounting, IT, HR).","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=beeec72bc3144b40&fccid=3c38342724c75954&vjs=3",False
49,Technology Consulting Supply Chain & Operations Coupa Manager,Accenture,Los Angeles,N/A,"Participating in Project Management activities (PMO, status calls, operational committee).
Addressing both strategic and operational Sourcing and Procurement…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=648ebc6934db2f4c&fccid=a4e4e2eaf26690c9&vjs=3",False
17,"Vice President, Trade Operations","Oaktree Capital Management, L.P.",Los Angeles,N/A,"8+ years relevant operations experience; specific expertise and knowledge of bonds, equity, syndicated loans, foreign exchange, derivatives, and repos;","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/rc/clk?jk=1968435dad012515&fccid=2435bd1f5ceb3db0&vjs=3",False
18,"Vice President, Global Marketing Platform Strategy & Operations",Universal Music Group,Los Angeles,N/A,"The Vice President, Global Marketing Platform Strategy & Operations will play a critical role in the planning, maintenance, and enhancement of marketing…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/rc/clk?jk=6e878583ea4ffc0f&fccid=cc6e623ce335957a&vjs=3",False
44,Growth Marketing Operations Manager,ChowNow,Los Angeles,N/A,"As our Growth Marketing Operations Manager, you will be responsible for both contributing to personally as well as managing a team of specialists focused on…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=15a14e5773e8040e&fccid=d98c8f9b89ba38c5&vjs=3",False
43,Sales & Operations Planning Manager,Markwins Beauty Brands,Los Angeles,N/A,"Also lead the sales and operations planning process.
You will be responsible for leading the sales and operations planning functions and process.","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=fb9b65101f676aea&fccid=3b8f6e7a4b07ab4c&vjs=3",False
19,"Operations Manager, Outpatient Pharmacy",CHA Hollywood Presbyterian Medical Center,Los Angeles,N/A,"Conducts pharmacy quality management audits of operations.
Minimum of one year supervisory experience over a pharmacy or branch of pharmacy operations engaged…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/rc/clk?jk=a2ff6eeb689fd1a2&fccid=a2783d9aeb4b8839&vjs=3",False
41,"Associate Communications Manager, Technology & Operations",Warner Bros. Entertainment Group,Los Angeles,N/A,"This Associate Manager's primary focus is in developing, supporting and executing against strategic communications plans for the WarnerMedia Technology &…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=8e3d0c5dec448ca2&fccid=30cc7a5451d4ee77&vjs=3",False
20,"Manager, HR Systems & Operations",AltaMed Health Services Corporation,Los Angeles,N/A,"Partners with department leadership to promote and enhance manager and employee self-service.
This role will be an integral part of improving HR operations…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/rc/clk?jk=c682f2cef71fd2ca&fccid=33ff2b72cdb0fdd3&vjs=3",False
39,"Manager, Laboratory Operation",Covance by Labcorp,Los Angeles,N/A,"Manages all day to day production operations of the local Anatomic Pathology & Histology department.
Converts volume forecasts into specific personnel resource…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=25763fd35d0f54ce&fccid=9edb3047f5e779c8&vjs=3",False
38,IT OPERATION SYSTEM MANAGER,LISI,Los Angeles,N/A,"Ensure availability of necessary application systems to support business and operation needs.
Champion Service Delivery in projects to effectively manage the…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=d4b0ebb9453b1494&fccid=3db22e583af22a14&vjs=3",False
36,"Senior Manager, Strategy & Operations",Optum,Los Angeles,N/A,"Responsible for coordinating the interaction and involvement of local business stakeholders (e.g., operations, finance, accounting, IT, HR).","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=beeec72bc3144b40&fccid=3c38342724c75954&vjs=3",False
35,Technology Consulting Supply Chain & Operations Coupa Manager,Accenture,Los Angeles,N/A,"Participating in Project Management activities (PMO, status calls, operational committee).
Addressing both strategic and operational Sourcing and Procurement…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=648ebc6934db2f4c&fccid=a4e4e2eaf26690c9&vjs=3",False
34,Operations Supervisor,"QTC Management, Inc.",Los Angeles,N/A,"Oversees the operational aspects of ongoing projects and serves as liaison between project management and planning, project team.","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/pagead/clk?mo=r&ad=-6NYlbfkN0BIQyl9v_LQODnNhYi39Rmzj5QCDBUlaNgK6e-oew9KR7yjEZ1VDf5iTlafAB_2NnngPOhGfQzdT21eH-6xg6X4w3sypNoWPdfDTwQ4XzpVStaYpQ8jnE3Iu3GxNSAghtk-VaISdnl2QTn4VLqxmy_WQKMQAYnhbv5i6Xp2M1pIjGlYjbbMBT4VMIclAsMZxPDYZHwQZkUMybEvH4LIGhbjoKTWclhU9kucMumpAxfSxPfC1k-yBEYw2Z1dD8vhCq5T7G4U98dXTIm6M3ZoSavscgzIy1Q5q4KVrIbuox4_NYjeFg8eCUeibGRtB-_4tRSFdyw5Eoui6B_ohn39NK4tn37Dt7LiqgmfzHpB9hsk25CRBO834siZlECVD6IpvfQj2riuvceZi30vSE-BCbGQdv5OBcbYq4sN3WnbyoyzYHqlNPjeSDZRZzB0OrLxK_0Lg6V0cu20J24Onaog9kedE6YrvEwQScVmYnnQ_hIwPIAUxU8EwoYZVBm2NyYHFRLX5H2pnaHZrAVhsmHfpZgqLgX9YnzV5kDA18OcquM7eiykURJwSx1D8cm1ReSPeIJcHW59Emd7OUg1pAVqZx1GLKftZQ7kDlEAZfty9PUY7sr60PIxYn-H0zQJKOJnZLYPDsjg52wbNT7cch8MM0yHq7hNcnKk_n3u5GfUPBWjCwiF0TEtKeG63lQI9yo6swItIHLskrSznGarT7ytvfku8kIdlpqbvTP7bpsjwHiZV60otWs9DUr6XkycLB9MiibWouWG0oXExg==&p=7&fvj=0&vjs=3",False
30,Growth Marketing Operations Manager,ChowNow,Los Angeles,N/A,"As our Growth Marketing Operations Manager, you will be responsible for both contributing to personally as well as managing a team of specialists focused on…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=15a14e5773e8040e&fccid=d98c8f9b89ba38c5&vjs=3",False
29,Sales & Operations Planning Manager,Markwins Beauty Brands,Los Angeles,N/A,"Also lead the sales and operations planning process.
You will be responsible for leading the sales and operations planning functions and process.","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=fb9b65101f676aea&fccid=3b8f6e7a4b07ab4c&vjs=3",False
25,Manager - Mission Operations (SmallSat and System Test),The Aerospace Corporation,Los Angeles,N/A,"Assure compliance of small satellite mission operations and system test activities with relevant company policies and practices for quality, project execution,…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/rc/clk?jk=0a7c9f28bc87eb71&fccid=ba923b146fa75d0d&vjs=3",False
14,"Global Go-to-Market & Operations Manager, YouTube Creator Marketing",YouTube,Los Angeles,N/A,"Bachelor's degree or equivalent practical experience.
6 years of relevant experience.
Track record of highly successful integrated marketing campaigns.","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/rc/clk?jk=d6e5be67c79ffae4&fccid=a9021c35fcef6968&vjs=3",False
52,IT OPERATION SYSTEM MANAGER,LISI,Los Angeles,N/A,"Ensure availability of necessary application systems to support business and operation needs.
Champion Service Delivery in projects to effectively manage the…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=d4b0ebb9453b1494&fccid=3db22e583af22a14&vjs=3",False
53,"Manager, Laboratory Operation",Covance by Labcorp,Los Angeles,N/A,"Manages all day to day production operations of the local Anatomic Pathology & Histology department.
Converts volume forecasts into specific personnel resource…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=25763fd35d0f54ce&fccid=9edb3047f5e779c8&vjs=3",False
65,IT OPERATION SYSTEM MANAGER,LISI,Los Angeles,N/A,"Ensure availability of necessary application systems to support business and operation needs.
Champion Service Delivery in projects to effectively manage the…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=d4b0ebb9453b1494&fccid=3db22e583af22a14&vjs=3",False
1,Partner Operations Manager,Disney Media & Entertainment Distribution,Los Angeles,N/A,We are looking for an experienced technical Strategic Technical Partner Manager who would be responsible for management of critical technology partner…,"https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/pagead/clk?mo=r&ad=-6NYlbfkN0C-wIR9HnnWAb3omIwSft6ef7V4Na-alUKjTpWUiR2p-kdCtPsg_AiPD_1cxGgiRDbF01FWcC2Lm6fR5MusySKzFWDIOPZ_7uyPcGUNYO8MOeSf0uUGg5P5V1dXZzKHz1JMHOfclo2a45vai2_kedoo8jRqx68g0FPIlbS6gM_PRPa9WohGco8vZjAXLDNpcnCmVEPrLMbcap1jRKryASOmrSVrSGkqtlH7PIlBt9KZ0xGmzh6izkhmfm3oZqULn9TVD4U2s4sxk6ONryleJdao8VZ007a_4ib7V12WnQ1rjZ4KjIF_zUJ5cBeV6Ky1xNILkEmukLNsaPVSSdCJ-yichQyDu5U2xoIekJjzZ07X4Xp75NQ75sIcIMKJDlEccEbvk4gs7Ess6EhCENWnoEhsjFDVLnS3fmCTSd_vhDpEIEuiXOpDwTxZKdus5w07fCFiQYRLVOKugh3J9HHTHujePL59UhgTGvmGYy-CTBhc1lVR4vw6JmbmYv3CJddgjiWvdUa7ikpE92mm3nKDXvQ-81iihvneFiYp5FP-pG8VohUj7OhCMkkMs6wVGlpPmKw=&p=1&fvj=0&vjs=3",False
3,Operations Manager,California Water Service Group (CWSG),Los Angeles,"$93,100 - $172,600 a year","Bachelor’s degree and, or equivalent relevant water industry or field operations experience.
Five years of experience working in a water utility in operations,…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/rc/clk?jk=39ea97785d397586&fccid=97670771d2ba620e&vjs=3",False
73,Growth Marketing Operations Manager,ChowNow,Los Angeles,N/A,"As our Growth Marketing Operations Manager, you will be responsible for both contributing to personally as well as managing a team of specialists focused on…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=15a14e5773e8040e&fccid=d98c8f9b89ba38c5&vjs=3",False
72,Sales & Operations Planning Manager,Markwins Beauty Brands,Los Angeles,N/A,"Also lead the sales and operations planning process.
You will be responsible for leading the sales and operations planning functions and process.","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=fb9b65101f676aea&fccid=3b8f6e7a4b07ab4c&vjs=3",False
4,"MANAGER IV, FACILITIES OPERATIONS AND CRAFTS",Los Angeles County Department of Human Resources,Los Angeles,"$135,642 - $210,952 a year",Has immediate charge of the facilities operations and building crafts programs of the LAC+USC Healthcare Network.,"https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/rc/clk?jk=d1f28d7a51e6a3db&fccid=b01534e05b04aabf&vjs=3",False
70,"Associate Communications Manager, Technology & Operations",Warner Bros. Entertainment Group,Los Angeles,N/A,"This Associate Manager's primary focus is in developing, supporting and executing against strategic communications plans for the WarnerMedia Technology &…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=8e3d0c5dec448ca2&fccid=30cc7a5451d4ee77&vjs=3",False
68,"Manager, Laboratory Operation",Covance by Labcorp,Los Angeles,N/A,"Manages all day to day production operations of the local Anatomic Pathology & Histology department.
Converts volume forecasts into specific personnel resource…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=25763fd35d0f54ce&fccid=9edb3047f5e779c8&vjs=3",False
64,"Senior Manager, Strategy & Operations",Optum,Los Angeles,N/A,"Responsible for coordinating the interaction and involvement of local business stakeholders (e.g., operations, finance, accounting, IT, HR).","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=beeec72bc3144b40&fccid=3c38342724c75954&vjs=3",False
13,Live Operations Product Manager,Electronic Arts,Los Angeles,N/A,"You will report to the Head of Product Management.
Build a comprehensive and detailed plan for in-game events, including sales, promos, limited-time events,…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/rc/clk?jk=f78e4c288acd0041&fccid=617d7f961cfcf54a&vjs=3",False
63,Technology Consulting Supply Chain & Operations Coupa Manager,Accenture,Los Angeles,N/A,"Participating in Project Management activities (PMO, status calls, operational committee).
Addressing both strategic and operational Sourcing and Procurement…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=648ebc6934db2f4c&fccid=a4e4e2eaf26690c9&vjs=3",False
8,"Project Manager, Marketing Operations (Contract)",Electronic Arts,Los Angeles,N/A,"Leverage project management tools to manage day-to-day operations, automate tasks, ensure quality, and promote process efficiencies.","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/rc/clk?jk=108be459cf730a2c&fccid=617d7f961cfcf54a&vjs=3",False
10,"Manager, Client Development Operations - Traditional","BEN Group, Inc",Los Angeles,N/A,"BEN is seeking a Client Development Operations Manager on the Product Placement team, to play an important role on Influencer Client Development team.","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/rc/clk?jk=5a4f05409dc99bbe&fccid=22f7723149a6108e&vjs=3",False
58,Growth Marketing Operations Manager,ChowNow,Los Angeles,N/A,"As our Growth Marketing Operations Manager, you will be responsible for both contributing to personally as well as managing a team of specialists focused on…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=15a14e5773e8040e&fccid=d98c8f9b89ba38c5&vjs=3",False
12,"VOD Manager, Video Operations",CBS Interactive,Los Angeles,N/A,"The manager must be able to work Wednesday through Sunday to cover the majority of the weekly events.
JOB TYPE: Full-Time Staff.","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/rc/clk?jk=a35ce4c8cbf0d77d&fccid=5b47cb6dc9bd7f35&vjs=3",False
56,Manager - Mission Operations (SmallSat and System Test),The Aerospace Corporation,Los Angeles,N/A,"Assure compliance of small satellite mission operations and system test activities with relevant company policies and practices for quality, project execution,…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=0a7c9f28bc87eb71&fccid=ba923b146fa75d0d&vjs=3",False
55,Manager of Research Finance & Operations,RAND Corporation,Los Angeles,N/A,The Research Financial Operations (RFO) department is seeking a Manager of Research Finance & Operations who will oversee the daily financial and operational…,"https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=c66f23eb5edd59ff&fccid=8921eefe52b6fa61&vjs=3",False
134,"Senior Manager, Strategy & Operations",Optum,Los Angeles,N/A,"Responsible for coordinating the interaction and involvement of local business stakeholders (e.g., operations, finance, accounting, IT, HR).","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/rc/clk?jk=beeec72bc3144b40&fccid=3c38342724c75954&vjs=3",False
74,"Quality Manager, Proterra Battery","Proterra, Inc.",Los Angeles,N/A,"Perform monthly analysis on quality issues by program (component failure).
Prove ability to lead complicate programs that require cross functional support and…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=60/rc/clk?jk=d2bb772a2c9b57d3&fccid=7d111165d3207c4f&vjs=3",False
55,Sr. Project Manager,Warner Bros. Entertainment Group,Los Angeles,N/A,"As part of the Second Century program team, your primary responsibilities for ensuring underlying technology business solution workstreams and vendors are…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=7a53f9b880555190&fccid=30cc7a5451d4ee77&vjs=3",False
60,Business Development Project Manager – Practice & Industry,Latham & Watkins LLP,Los Angeles,N/A,"In addition, employees receive 10 paid holidays per year, and a PTO program that accrues 23 days during the first year of employment and grows with tenure.","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=fab16fc9a6a76f15&fccid=9b3429c846ebbd8c&vjs=3",False
59,Strategic Finance Manager,Avaline,Los Angeles,N/A,"Experience working in a finance, operations, or strategy role in a company selling physical products is highly preferred.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=ebeceaea8f7273c5&fccid=8aa78d9359a0542e&vjs=3",False
58,Camera Communications Manager,Snapchat,Los Angeles,N/A,Help manage proactive communications strategy for our Camera and Augmented Reality efforts that amplify Snap’s messaging and build upon our reputation for…,"https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=b50f5ce7dfb75b2f&fccid=f368300325e8e8bc&vjs=3",False
57,Council Program Manager II,Snapchat,Los Angeles,N/A,"Oversee external Council Trainings by managing annual timeline and assist with strategy for Community Councils, Council Trainings and Council Cohort Program.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=9d1908eeda8ce052&fccid=f368300325e8e8bc&vjs=3",False
56,Product Manager,Emburse,Los Angeles,N/A,"Collaborate on building business cases, defining product vision and strategy.
As a PM focused on our Invoice solutions, you’ll collaborate closely with our…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=b8ecafc9a14fdaad&fccid=2395dfa3326e983c&vjs=3",False
55,"Manager, Account Management",Snapchat,Los Angeles,N/A,"Identify and proliferate category and/or vertical trends; guiding KPI-driven measurement strategies, identifying performance trends, optimizing campaigns to…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=21c7a5afe9911511&fccid=f368300325e8e8bc&vjs=3",False
